Name;Sport;Date;Start time;Duration;Total distance (km);Average heart rate (bpm);Average speed (km/h);Max speed (km/h);Average pace (min/km);Max pace (min/km);Calories;Fat percentage of calories(%);Carbohydrate percentage of calories(%);Protein percentage of calories(%);Average cadence (rpm);Average stride length (cm);Running index;Training load;Ascent (m);Descent (m);Average power (W);Max power (W);Notes;Height (cm);Weight (kg);HR max;HR sit;VO2max;
;00:00:43;93;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:00:44;95;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:00:45;96;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:00:46;96;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:00:47;96;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:00:48;97;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:00:49;97;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:00:50;98;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:00:51;98;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:00:52;98;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:00:53;98;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:00:54;98;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:00:55;97;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:00:56;97;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:00:57;97;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:00:58;97;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:00:59;98;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:00;99;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:01;99;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:02;99;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:03;99;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:04;98;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:05;98;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:06;99;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:07;99;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:08;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:09;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:10;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:11;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:12;101;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:13;101;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:14;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:15;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:16;101;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:17;101;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:18;101;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:19;102;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:20;102;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:21;102;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:22;102;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:23;102;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:24;102;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:25;101;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:26;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:27;99;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:28;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:29;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:30;102;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:31;104;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:32;104;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:33;102;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:34;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:35;99;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:36;99;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:37;99;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:38;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:39;98;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:40;97;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:41;96;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:42;97;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:43;97;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:44;99;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:45;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:46;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:47;98;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:48;97;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:49;96;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:50;96;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:51;98;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:52;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:53;101;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:54;102;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:55;102;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:56;104;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:57;103;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:58;103;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:01:59;104;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:00;104;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:01;104;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:02;104;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:03;104;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:04;104;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:05;104;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:06;105;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:07;105;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:08;105;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:09;104;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:10;104;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:11;105;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:12;106;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:13;106;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:14;105;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:15;105;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:16;106;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:17;107;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:18;107;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:19;107;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:20;107;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:21;107;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:22;106;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:23;105;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:24;105;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:25;105;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:26;105;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:27;105;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:28;105;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:29;105;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:30;104;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:31;104;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:32;105;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:33;106;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:34;107;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:35;106;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:36;105;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:37;105;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:38;105;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:39;105;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:40;106;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:41;106;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:42;105;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:43;105;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:44;105;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:45;106;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:46;107;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:47;107;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:48;107;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:49;107;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:50;107;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:51;108;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:52;109;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:53;111;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:54;111;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:55;110;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:56;108;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:57;108;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:58;108;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:02:59;108;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:00;106;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:01;106;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:02;107;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:03;107;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:04;108;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:05;108;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:06;108;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:07;108;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:08;109;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:09;110;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:10;111;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:11;111;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:12;112;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:13;113;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:14;114;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:15;114;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:16;114;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:17;113;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:18;112;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:19;112;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:20;112;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:21;113;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:22;113;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:23;114;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:24;114;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:25;114;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:26;114;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:27;114;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:28;113;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:29;112;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:30;111;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:31;111;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:32;111;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:33;111;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:34;113;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:35;113;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:36;113;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:37;112;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:38;112;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:39;112;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:40;112;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:41;112;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:42;112;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:43;113;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:44;114;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:45;115;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:46;116;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:47;117;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:48;117;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:49;117;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:50;117;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:51;118;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:52;118;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:53;118;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:54;118;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:55;118;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:56;119;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:57;119;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:58;119;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:03:59;119;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:00;119;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:01;119;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:02;118;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:03;118;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:04;119;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:05;118;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:06;119;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:07;118;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:08;118;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:09;119;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:10;120;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:11;120;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:12;120;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:13;120;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:14;120;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:15;119;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:16;119;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:17;119;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:18;119;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:19;118;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:20;118;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:21;118;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:22;118;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:23;118;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:24;118;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:25;117;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:26;117;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:27;117;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:28;116;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:29;116;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:30;116;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:31;116;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:32;117;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:33;117;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:34;117;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:35;117;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:36;119;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:37;119;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:38;119;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:39;120;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:40;120;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:41;120;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:42;121;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:43;121;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:44;121;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:45;121;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:46;121;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:47;122;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:48;122;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:49;122;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:50;121;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:51;121;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:52;121;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:53;121;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:54;121;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:55;119;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:56;119;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:57;118;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:58;119;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:04:59;120;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:00;120;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:01;121;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:02;121;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:03;122;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:04;122;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:05;123;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:06;124;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:07;126;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:08;126;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:09;126;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:10;126;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:11;127;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:12;127;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:13;127;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:14;127;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:15;126;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:16;126;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:17;126;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:18;126;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:19;126;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:20;126;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:21;126;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:22;127;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:23;126;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:24;127;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:25;127;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:26;127;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:27;128;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:28;129;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:29;129;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:30;130;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:31;131;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:32;132;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:33;133;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:34;134;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:35;135;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:36;135;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:37;136;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:38;137;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:39;137;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:40;138;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:41;138;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:42;138;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:43;139;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:44;139;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:45;140;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:46;140;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:47;141;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:48;141;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:49;141;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:50;142;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:51;142;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:52;143;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:53;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:54;144;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:55;145;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:56;146;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:57;148;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:58;148;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:05:59;149;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:00;150;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:01;151;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:02;151;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:03;152;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:04;152;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:05;153;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:06;153;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:07;154;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:08;154;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:09;154;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:10;155;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:11;155;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:12;156;;;;;;;;;;;;;;;;;;;;;;;;;;;
;00:06:13;156;;;;;;;;;;;;;;;;;;;;;;;;;;;
